"<i>sn</i>-glycero-3-phospho-1-inositol"	"CPD-541"	"C9H18O11P1"	-322.5719    
"<i>sn</i>-glycero-3-phosphocholine"	"L-1-GLYCERO-PHOSPHORYLCHOLINE"	"C8H20N1O6P1"	-130.96762    
"<i>sn</i>-glycero-3-phosphoethanolamine"	"L-1-GLYCEROPHOSPHORYLETHANOL-AMINE"	"C5H14N1O6P1"	-187.89435    
"<i>sn</i>-glycerol 1-phosphate"	"SN-GLYCEROL-1-PHOSPHATE"	"C3H7O6P1"	-258.0304    
"<i>sn</i>-glycerol 3-phosphate"	"GLYCEROL-3P"	"C3H7O6P1"	-258.0304    
"<i>sym</i>-homospermidine"	"CPD-1821"	"C8H24N3"	250.10837    
"<i>syn</i>-copalol"	"CPD-14033"	"C20H34O1"	371.66812    
"<i>t</i>-anethole"	"CPD-9930"	"C10H12O1"	147.15346    
"<i>tert</i>-amyl alcohol"	"CPD-19059"	"C5H12O1"	
"<i>tert</i>-butoxymethanol"	"CPD-19043"	"C5H12O2"	
"<i>tert</i>-butyl alcohol"	"CPD-19012"	"C4H10O1"	
"<i>tert</i>-butyl formate"	"CPD-19044"	"C5H10O2"	
"<i>threo</i>-guaiacylglycerol-&beta;-guaiacyl ether"	"Threo-GGE"	"C17H20O6"	85.06241    
"<i>trans,octacis</i>-decaprenyl phosphate"	"CPD-11994"	"C50H81O4P1"	852.34265    
"<i>trans,octacis</i>-decaprenylphospho-&beta;-D-<i>erythro</i>-pentofuranosid-2-ulose"	"CPD-12041"	"C55H88O8P1"	791.6165    
"<i>trans,octacis</i>-decaprenylphospho-&beta;-D-arabinofuranose"	"CPD-14550"	"C55H90O8P1"	805.59875    
"<i>trans,octacis</i>-decaprenylphospho-&beta;-D-ribofuranose"	"CPD-12040"	"C55H90O8P1"	805.59875    
"<i>trans,octacis</i>-decaprenylphospho-&beta;-D-ribofuranose 5-phosphate"	"CPD-12039"	"C55H89O11P2"	580.3312    
"<i>trans</i>-&beta;-<i>D</i>-glucosyl-2-hydroxycinnamate"	"CPD-459"	"C15H17O8"	-55.933002    
"<i>trans</i>-1,2-DCE"	"TRANS-12-DCE"	"C2H2Cl2"	27.662241    
"<i>trans</i>-11-hydroxyjasmonate"	"CPD-18983"	"C12H17O4"	
"<i>trans</i>-12-hydroxyjasmonate"	"CPD-11253"	"C12H17O4"	67.71699    
"<i>trans</i>-2,3-dihydro-3-hydroxyanthranilate"	"Trans-23-dihydro-3-hydroxyanthranilate"	"C7H9N1O3"	-4.8999043    
"<i>trans</i>-2-butene"	"CPD-19046"	"C4H8"	
"<i>trans</i>-2-decenal"	"CPD-13003"	"C10H18O1"	184.60019    
"<i>trans</i>-2-octenal"	"CPD-13323"	"C8H14O1"	140.27568    
"<i>trans</i>-2R,3R-epoxybutane"	"CPD-19064"	"C4H8O1"	
"<i>trans</i>-3-hydroxy-L-proline"	"CPD-664"	"C5H9N1O3"	-18.06991    
"<i>trans</i>-4-hexen-3-one"	"CPD-13222"	"C6H10O1"	92.681206    
"<i>trans</i>-4-hydroxy-<i>L</i>-proline"	"CPD-17742"	"C5H9N1O3"	-18.06991    
"<i>trans</i>-4-hydroxy-L-proline"	"4-HYDROXY-L-PROLINE"	"C5H9N1O3"	-18.06991    
"<i>trans</i>-4-hydroxy-L-proline betaine"	"CPD-17183"	"C7H13N1O3"	17.664564    
"<i>trans</i>-4-hydroxycyclohexanecarboxylate"	"4-HYDROXYCYCLOHEXANECARBOXYLATE"	"C7H11O3"	10.470262    
"<i>trans</i>-5-<i>O</i>-(4-coumaroyl)-D-quinate"	"4-COUMAROYLQUINATE"	"C16H17O8"	-69.20302    
"<i>trans</i>-5-O-caffeoyl-D-quinate"	"CAFFEOYLQUINATE"	"C16H17O9"	-108.68304    
"<i>trans</i>-abscisic alcohol"	"CPD4FS-8"	"C15H22O3"	173.59464    
"<i>trans</i>-aconitate"	"CPD-225"	"C6H3O6"	-194.27519    
"<i>trans</i>-adre-2-enoyl-CoA"	"CPD-17368"	"C43H64N7O17P3S1"	-56.080254    
"<i>trans</i>-anol"	"CPD-9933"	"C9H10O1"	111.961205    
"<i>trans</i>-arachido-2-enoyl-CoA"	"CPD-14280"	"C41H68N7O17P3S1"	-107.675804    
"<i>trans</i>-caffeate"	"CPD-676"	"C9H7O4"	-39.644222    
"<i>trans</i>-caffeoyl-CoA"	"CAFFEOYL-COA"	"C30H38N7O19P3S1"	-490.25943    
"<i>trans</i>-cerot-2-enoyl-CoA"	"CPD-14283"	"C47H80N7O17P3S1"	25.297672    
"<i>trans</i>-chalcone"	"CHALCONE-CMPD"	"C15H12O1"	177.28346    
"<i>trans</i>-cinnamate"	"CPD-674"	"C9H7O2"	39.31578    
"<i>trans</i>-cinnamoyl-&beta;-D-glucoside"	"TRANS-CINNAMOYL-BETA-D-GLUCOSE"	"C15H18O7"	-16.369825    
"<i>trans</i>-coutarate"	"CPD-16578"	"C13H10O8"	-160.02702    
"<i>trans</i>-dec-2-enoyl-CoA"	"T2-DECENOYL-COA"	"C31H48N7O17P3S1"	-329.29816    
"<i>trans</i>-dienelactone"	"CPD-10608"	"C6H3O4"	-90.0987    
"<i>trans</i>-docos-2-enoyl-CoA"	"CPD-14281"	"C43H72N7O17P3S1"	-63.35127    
"<i>trans</i>-dodec-2-enoyl-CoA"	"CPD-7222"	"C33H52N7O17P3S1"	-284.9737    
"<i>trans</i>-hex-2-enoyl-CoA"	"CPD0-2121"	"C27H40N7O17P3S1"	-417.94717    
"<i>trans</i>-lignocer-2-enoyl-CoA"	"CPD-14282"	"C45H76N7O17P3S1"	-19.026798    
"<i>trans</i>-neoxanthin"	"CPD1F-135"	"C40H56O4"	630.45276    
"<i>trans</i>-oct-2-enoyl-CoA"	"CPD0-2108"	"C29H44N7O17P3S1"	-373.6227    
"<i>trans</i>-octadec-2-enoyl-CoA"	"CPD-10262"	"C39H64N7O17P3S1"	-152.00021    
"<i>trans</i>-permethrin"	"CPD-13112"	"C21H20O3Cl2"	211.85242    
"<i>trans</i>-resveratrol"	"CPD-83"	"C14H12O3"	83.97344    
"<i>trans</i>-vaccenate"	"CPD-17257"	"C18H33O2"	300.16492    
"<i>trans</i>-zeatin"	"CPD-4210"	"C10H13N5O1"	162.16556    
"<i>trans</i>-zeatin riboside"	"CPD-4208"	"C15H21N5O5"	120.134544    
"<i>trans</i>-zeatin riboside diphosphate"	"CPD-4204"	"C15H20N5O11P2"	-313.44516    
"<i>trans</i>-zeatin riboside monophosphate"	"CPD-4206"	"C15H20N5O8P1"	-103.88483    
"<i>trans</i>-zeatin riboside triphosphate"	"CPD-4202"	"C15H21N5O14P3"	-414.77402    
"<i>trans</i>-zeatin-7-<i>N</i>-glucoside"	"CPD-4612"	"C16H23N5O6"	104.01678    
"<i>trans</i>-zeatin-9-<i>N</i>-glucoside"	"CPD-4613"	"C16H23N5O6"	104.01678    
"<i>trans</i>-zeatin-<i>O</i>-glucoside"	"CPD-4614"	"C16H23N5O6"	106.39677    
"<i>trans</i>-zeatin-<i>O</i>-glucoside-7-<i>N</i>-glucoside"	"CPD-4622"	"C22H33N5O11"	48.24797    
"A-90289 A"	"CPD-15247"	"C53H86N5O25S1"	157.56439    
"A-90289 B"	"CPD-15248"	"C51H82N5O25S1"	113.23985    
"A-aminopropionaldehyde"	"CPD0-2368"	""	
"A-cluster"	"A-Clusters"	""	
"A19009"	"CPD-18311"	"C10H16N4O5"	0.5579378    
"A201A"	"CPD-15352"	"C37H50N6O14"	207.77608    
"A47934"	"CPD-15750"	"C58H43N7O21S1Cl3"	-5.7438293    
"A9145C"	"CPD0-1631"	"C15H22N7O5"	112.38359    
"AAI-1"	"CPD-10782"	"C12H19N1O4"	77.25128    
"ADP"	"ADP"	"C10H12N5O10P2"	-344.92508    
"ADP group"	"ADP-GROUP"	"C10H13N5O10P2"	-378.83267    
"ADP ribose 1'',2''-cyclic phosphate"	"CPD-9007"	"C15H19N5O16P3"	-514.6862    
"ADP ribose 1''-phosphate"	"CPD-10794"	"C15H20N5O17P3"	-663.29956    
"ADP-&alpha;-D-glucose"	"ADP-D-GLUCOSE"	"C16H23N5O15P2"	-452.90146    
"ADP-D-glycero-&beta;-D-<i>manno</i>-heptose"	"ADP-D-GLYCERO-D-MANNO-HEPTOSE"	"C17H25N5O16P2"	-468.77924    
"ADP-D-ribose"	"ADENOSINE_DIPHOSPHATE_RIBOSE"	"C15H21N5O14P2"	-436.78372    
"ADP-L-glycero-&beta;-D-<I>manno</I>-heptose"	"ADP-L-GLYCERO-D-MANNO-HEPTOSE"	"C17H25N5O16P2"	-468.77924    
"ADP-diglyceride"	"CPD0-1630"	""	
"ADP-mannose"	"ADP-MANNOSE"	"C16H23N5O15P2"	-452.90146    
"ADP-ribose 2'-phosphate"	"CPD-861"	"C15H20N5O17P3"	-663.29956    
"ADT"	"ADT"	"C4H9N2S1"	115.60804    
"AG205"	"CPD-14618"	"C18H14N4O3S2"	117.21569    
"AMO-1618"	"CPD-6967"	"C19H31N2O2"	287.33267    
"AMP"	"AMP"	"C10H12N5O7P1"	-135.89479    
"AMP group"	"AMP-GROUP"	"C10H12N5O7P1"	-181.10382    
"AMP-Mor"	"AMP-MOR"	"C14H20N6O7P1"	-53.77868    
"AMP-PCP"	"CPD0-1465"	"C11H15N5O12P3"	-423.83075    
"AMP-lysine"	"AMP-LYSINE"	"C18H29N7O9P1"	-65.20754    
"AMPPNP"	"CPD0-1054"	"C10H14N6O12P3"	-420.2118    
"AP site removed from DNA"	"CPD-8532"	""	
"AP4-PL"	"CPD0-2275"	""	
"ATP"	"ATP"	"C10H12N5O13P3"	-553.6995    
"ATP&gamma;S"	"ATPGAMMAS"	"C10H12N5O12P3S1"	-458.44852    
"Ag<SUP>+</SUP>"	"AG+"	"Ag1"	-0.3120594    
"Ag<SUP>2+</SUP>"	"CPD-1486"	"Ag1"	-1.2482376    
"Al<SUP>3+</SUP>"	"CPD-1484"	"Al1"	-2.8085344    
"Ala-Ser-Gly within a protein"	"Protein-Ala-Ser-Gly"	""	
"Apo-GcvH"	"Apo-GcvH"	""	
"As(OH)<sub>3</sub>"	"CPD0-2040"	"H3O3As1"	-93.686646    
"As<sub>2</sub>SbH<sub>3</sub>O<sub>6</sub>"	"CPD0-1920"	"H3O6As2Sb1"	-203.48663    
"As<sub>3</sub>H<sub>3</sub>O<sub>6</sub>"	"CPD0-1119"	"H3O6As3"	-203.48663    
"As<sup>+5</sup>"	"AS+5"	"H8As1"	74.367485    
"AsSb<sub>2</sub>H<sub>3</sub>O<sub>6</sub>"	"CPD0-1918"	"H3O6As1Sb2"	-203.48663    
"BAS 110"	"CPD-4023"	"C12H13N3O2Cl2"	132.95456    
"BAS 111"	"CPD-4024"	"C17H25N3O2"	273.21802    
"BAS 978"	"BAS-978"	""	
"BM15766"	"CPD-11445"	"C22H25N2O2Cl1"	292.44803    
"BPH--698"	"CPD-9927"	"C19H22O6P1S1K3"	134.73463    
"BPH-652"	"CPD-9926"	"C16H16O7P1S1K3"	48.297935    
"BPH-674"	"CPD-9929"	"C16H16O6P2K4"	81.09794    
"BPH-700"	"CPD-9928"	"C16H16O6P1S1K3"	71.49794    
"BU-2313B"	"CPD-18224"	"C26H33N1O9"	126.89698    
"Ba<SUP>2+</SUP>"	"BA+2"	"Ba1"	-1.2482376    
"Be<SUP>2+</SUP>"	"CPD-1492"	"Be1"	-1.2482376    
"Brij 97"	"BRIJ97"	""	
"BuT-DADMe-ImmA"	"CPD-10779"	"C17H28N5S1"	347.3103    
"Bz<sub>2</sub>ATP"	"CPD0-1552"	"C24H20N5O15P3"	-422.35956    
"C-13<sup>2</sup>-carboxypyropheophorbide <i>a</i>"	"CPD-14963"	"C34H33N4O5"	324.24493    
"C-cluster"	"C-Clusters"	""	
"C100 dolichol"	"CPD-17836"	"C100H164O1"	2177.694    
"C100 dolichol diphosphate"	"CPD-17847"	"C100H163O7P2"	1744.1141    
"C100 dolichol phosphate"	"CPD-17829"	"C100H163O4P1"	1953.6744    
"C105 dolichol"	"CPD-17835"	"C105H172O1"	2287.953    
"C105 dolichol diphosphate"	"CPD-17846"	"C105H171O7P2"	1854.3732    
"C105 dolichol phosphate"	"CPD-17828"	"C105H171O4P1"	2063.9333    
"C16 dihydroceramide"	"CPD66-40"	"C34H69N1O3"	643.34735    
"C16 sphingomyelin"	"CPD66-42"	"C39H79N2O6P1"	548.20856    
"C22-mycosanoate"	"CPD-18591"	"C22H43O2"	383.37616    
"C26 mycocerosate"	"CPD-18663"	"C26H51O2"	
"C27-mycolipanoate"	"CPD-18583"	"C27H53O2"	492.37732    
"C27-mycolipanolate"	"CPD-18595"	"C27H53O3"	454.33734    
"C27-mycolipanoyl-CoA"	"CPD-18586"	"C48H84N7O17P3S1"	41.76222    
"C27-mycolipanoyl-adenylate"	"CPD-18667"	"C37H65N5O8P1"	
"C27-mycolipenate"	"CPD-18563"	"C27H51O2"	492.08505    
"C27-mycolipenyl-CoA"	"CPD-18564"	"C48H82N7O17P3S1"	41.47    
"C27-mycolipodienoate"	"CPD-18584"	"C27H49O2"	493.90292    
"C28 mycocerosate"	"CPD-18662"	"C28H55O2"	
"C29-mycolipanoate"	"CPD-18568"	"C29H57O2"	536.7018    
"C29-mycolipanoyl-CoA"	"CPD-18571"	"C50H88N7O17P3S1"	86.08663    
"C30 botryococcene"	"CPD-10662"	"C30H50"	672.46606    
"C30 mycocerosate"	"CPD-18569"	"C30H59O2"	557.0541    
"C30 mycocerosyl-CoA"	"CPD-18576"	"C51H90N7O17P3S1"	106.43883    
"C30 mycocerosyl-adenylate"	"CPD-18664"	"C40H71N5O8P1"	
"C31-phthiodiolenone A"	"CPD-18636"	"C31H60O3"	634.774    
"C31-phthiodiolone A"	"CPD-18627"	"C31H62O3"	635.0662    
"C31-phthiotriol"	"CPD-18613"	"C31H64O3"	647.5885    
"C32 mycocerosate"	"CPD-18570"	"C32H63O2"	601.3785    
"C32 mycocerosyl-CoA"	"CPD-18577"	"C53H94N7O17P3S1"	150.76335    
"C32-carboxyphthiodiolenone"	"CPD-18673"	"C32H59O5"	
"C32-mycoketide"	"CPD-18605"	"C32H66O1"	673.914    
"C32-mycoketide CoA"	"CPD-18606"	"C53H96N7O16P3S1"	210.81564    
"C32-phosphomycoketide"	"CPD-18604"	"C32H65O4P1"	449.89462    
"C32-phthiocerol A"	"CPD-18580"	"C32H66O3"	682.78076    
"C33 botryococcene"	"CPD-14289"	"C33H56"	731.5427    
"C33-phthiodiolenone A"	"CPD-18637"	"C33H64O3"	679.0985    
"C33-phthiodiolone A"	"CPD-18629"	"C33H66O3"	679.39075    
"C33-phthiotriol A"	"CPD-18630"	"C33H68O3"	691.9129    
"C34-carboxyphthiodiolenone"	"CPD-18672"	"C34H63O5"	
"C34-phenolphthiodiolenone A"	"CPD-18656"	"C34H58O4"	
"C34-phenolphthiodiolone A"	"CPD-18655"	"C34H60O4"	
"C34-phenolphthiotriol A"	"CPD-18654"	"C34H62O4"	
"C34-phthiocerol A"	"CPD-18633"	"C34H70O3"	727.10516    
"C34-phthiocerol B"	"CPD-18614"	"C34H70O3"	660.6185    
"C35-phenolcarboxyphthiodiolenone"	"CPD-18670"	"C35H57O6"	
"C35-phenolphthiocerol A"	"CPD-18578"	"C35H64O4"	588.28174    
"C36-phenolphthiodiolenone A"	"CPD-18660"	"C36H62O4"	
"C36-phenolphthiodiolone A"	"CPD-18694"	"C36H64O4"	
"C36-phenolphthiotriol A"	"CPD-18695"	"C36H66O4"	
"C37-hydroxyphthioceranate"	"CPD-18708"	"C37H73O3"	
"C37-hydroxyphthioceranyl-CoA"	"CPD-18707"	"C58H104N7O18P3S1"	
"C37-phenolcarboxyphthiodiolenone"	"CPD-18671"	"C37H61O6"	
"C37-phenolphthiocerol A"	"CPD-18658"	"C37H68O4"	
"C37-phthioceranate"	"CPD-18585"	"C37H73O2"	706.7597    
"C37-phthioceranyl-CoA"	"CPD-18596"	"C58H104N7O17P3S1"	256.14453    
"C40-hydroxyphthioceranate"	"CPD-18594"	"C40H79O3"	733.3965    
"C40-hydroxyphthioceranyl-CoA"	"CPD-18705"	"C61H110N7O18P3S1"	
"C40-phthioceranyl-CoA"	"CPD-18710"	"C61H110N7O17P3S1"	
"C55 dolichol"	"CPD-17845"	"C55H92O1"	1185.3633    
"C55 dolichol diphosphate"	"CPD-17856"	"C55H91O7P2"	751.7834    
"C55 dolichol phosphate"	"CPD-17827"	"C55H91O4P1"	961.3437    
"C60 dolichol"	"CPD-17844"	"C60H100O1"	1295.6222    
"C60 dolichol diphosphate"	"CPD-17855"	"C60H99O7P2"	862.0424    
"C60 dolichol phosphate"	"CPD-17826"	"C60H99O4P1"	1071.6028    
"C65 dolichol"	"CPD-17843"	"C65H108O1"	1405.881    
"C65 dolichol diphosphate"	"CPD-17854"	"C65H107O7P2"	972.30133    
"C65 dolichol phosphate"	"CPD-17825"	"C65H107O4P1"	1181.8616    
"C70 dolichol"	"CPD-17842"	"C70H116O1"	1516.1399    
"C70 dolichol diphosphate"	"CPD-17853"	"C70H115O7P2"	1082.5603    
"C70 dolichol phosphate"	"CPD-13565"	"C70H115O4P1"	1292.1206    
"C75 dolichol"	"CPD-17841"	"C75H124O1"	1626.3988    
"C75 dolichol diphosphate"	"CPD-17852"	"C75H123O7P2"	1192.8193    
"C75 dolichol phosphate"	"CPD-17834"	"C75H123O4P1"	1402.3796    
"C80 dolichol"	"CPD-17840"	"C80H132O1"	1736.658    
"C80 dolichol diphosphate"	"CPD-17851"	"C80H131O7P2"	1303.0781    
"C80 dolichol phosphate"	"CPD-17833"	"C80H131O4P1"	1512.6384    
"C85 dolichol"	"CPD-17839"	"C85H140O1"	1846.9171    
"C85 dolichol diphosphate"	"CPD-17850"	"C85H139O7P2"	1413.3373    
"C85 dolichol phosphate"	"CPD-17832"	"C85H139O4P1"	1622.8976    
"C90 dolichol"	"CPD-17838"	"C90H148O1"	1957.1758    
"C90 dolichol diphosphate"	"CPD-17849"	"C90H147O7P2"	1523.5963    
"C90 dolichol phosphate"	"CPD-17831"	"C90H147O4P1"	1733.1566    
"C95 dolichol"	"CPD-17837"	"C95H156O1"	2067.4348    
"C95 dolichol diphosphate"	"CPD-17848"	"C95H155O7P2"	1633.8553    
"C95 dolichol phosphate"	"CPD-17830"	"C95H155O4P1"	1843.4158    
"C95-dimycocerosyl phenolphthiocerol"	"CPD-18665"	"C95H180O6"	
"CAI-1"	"CPD-10786"	"C13H26O2"	209.50914    
"CB1954"	"CPD0-2575"	""	
"CDP"	"CDP"	"C9H12N3O11P2"	-455.70514    
"CDP group"	"CDP-GROUP"	"C9H13N3O11P2"	-443.87375    
"CDP-&alpha;-D-abequose"	"CDP-ABEQUOSE"	"C15H23N3O14P2"	-441.87247    
"CDP-&alpha;-D-glucose"	"CDP-D-GLUCOSE"	"C15H23N3O16P2"	-517.9425    
"CDP-&alpha;-D-paratose"	"CDP-36-DIDEOXY-D-MANNOSE"	"C15H23N3O14P2"	-441.87247    
"CDP-&alpha;-D-tyvelose"	"CPD-9698"	"C15H23N3O14P2"	-441.87247    
"CDP-1,2-dicis-vaccenoylglycerol"	"CPD-18355"	"C48H83N3O15P2"	222.0848    
"CDP-1,2-dimyristoylglycerol"	"CPD-18388"	"C40H71N3O15P2"	41.1514    
"CDP-1,2-dioctadecanoylglycerol"	"CPD-12814"	"C48H87N3O15P2"	218.4493    
"CDP-1,2-dipalmitoylglycerol"	"CPD-12815"	"C44H79N3O15P2"	129.8003    
"CDP-1-cis-vaccenoyl-2-palmitoleoylglycerol"	"CPD-18357"	"C46H79N3O15P2"	177.76027    
"CDP-1-myristoyl-2-palmitoleoylglycerol"	"CPD-18387"	"C42H73N3O15P2"	87.29352    
"CDP-1-palmitoyl-2-cis-vaccenoylglycerol"	"CPD-18356"	"C46H81N3O15P2"	175.9425    
"CDP-1-palmitoyl-2-myristoylglycerol"	"CPD-18391"	"C42H75N3O15P2"	85.475815    
"CDP-1-palmitoyl-2-palmitoleoylglycerol"	"CPD-18358"	"C44H77N3O15P2"	131.61804    
"CDP-1L-<i>myo</i>-inositol"	"CPD-12855"	"C15H23N3O16P2"	-519.6225    
"CDP-2-glycerol"	"CPD-12670"	"C12H19N3O13P2"	-456.92697    
"CDP-4-dehydro-3,6-dideoxy-D-glucose"	"CPD-1078"	"C15H21N3O14P2"	-455.8547    
"CDP-4-dehydro-3,6-dideoxy-D-glucose epimer"	"CPD-9756"	"C15H21N3O14P2"	-455.8547    
"CDP-4-dehydro-6-deoxy-D-glucose"	"CPD-658"	"C15H21N3O15P2"	-495.69476    
"CDP-<i>N</i>-dimethylethanolamine"	"CPD4FS-1"	"C13H23N4O11P2"	-328.78635    
"CDP-<i>N</i>-methyl-L-glucosamine"	"CPD-10137"	"C16H27N4O15P2"	-432.12186    
"CDP-D-arabinitol"	"CPD-14117"	"C14H23N3O15P2"	-488.68246    
"CDP-D-fructose"	"CPD-14786"	"C15H23N3O16P2"	-518.8325    
"CDP-D-mannitol"	"CPD-14787"	"C15H25N3O16P2"	-504.56033    
"CDP-D-xylulose"	"CPD-14116"	"C14H21N3O15P2"	-501.2048    
"CDP-N-methylethanolamine"	"CDP-N-METHYLETHANOLAMIN"	"C12H21N4O11P2"	-355.22852    
"CDP-ascarylose"	"CPD-9701"	"C15H23N3O14P2"	-441.87247    
"CDP-choline"	"CDP-CHOLINE"	"C14H25N4O11P2"	-327.39398    
"CDP-ethanolamine"	"CDP-ETHANOLAMINE"	"C11H19N4O11P2"	-384.32074    
"CDP-glycerol"	"CPD-606"	"C12H19N3O13P2"	-456.92697    
"CDP-ribitol"	"CPD-1111"	"C14H23N3O15P2"	-488.68246    
"CDTA"	"CPD-14080"	"C14H22N2O8"	-46.35538    
"CHAPS"	"CPD0-1088"	"C32H58N2O7S1"	384.65494    
"CI 976"	"CPD-16492"	"C23H39N1O4"	342.6337    
"CMP"	"CMP"	"C9H12N3O8P1"	-246.14482    
"CMP group"	"CMP-GROUP"	"C9H13N3O8P1"	-234.9375    
"CMP-3-deoxy-&beta;-D-<i>manno</i>-octulosonate"	"CMP-KDO"	"C17H24N3O15P1"	-377.0214    
"CMP-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate"	"CPD-10737"	"C18H26N3O16P1"	-392.89917    
"CMP-5'-3-(<i>N</i>-acetyl-<i>N</i>-hydroxy)aminopropylphosphonate"	"CPD-15968"	"C14H22N4O12P2"	-292.02356    
"CMP-5'-3-aminopropylphosphonate"	"CPD-15966"	"C12H21N4O10P2"	-219.75854    
"CMP-5'-<i>N</i>-hydroxy-3-aminopropylphosphonate"	"CPD-15967"	"C12H20N4O11P2"	-255.71587    
"CMP-5'-phosphonoformate"	"CPD-11737"	"C10H12N3O12P2"	-396.40506    
"CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonate"	"CPD-18464"	"C22H32N5O15P1"	-283.74237    
"CMP-8-amino-3,8-dideoxy-&alpha;-D-<i>manno</i>-octulosonate"	"CPD-18062"	"C17H26N4O14P1"	-320.29297    
"CMP-<i>N</i>,<i>N</i>'-diacetyllegionaminate"	"CPD-13167"	"C22H32N5O15P1"	-283.74237    
"CMP-<i>N</i>-acetyl-&beta;-neuraminate"	"CMP-N-ACETYL-NEURAMINATE"	"C20H29N4O16P1"	-356.43576    
"CMP-<i>N</i>-acetyl-7-<i>O</i>-acetyl-&beta;-neuraminate"	"CPD-16881"	"C22H31N4O17P1"	-373.34354    
"CMP-<i>N</i>-glycoloyl-&beta;-neuraminate"	"CPD-262"	"C20H29N4O17P1"	-392.66583    
"CMP-pseudaminate"	"CPD-10755"	"C22H32N5O15P1"	-283.74237    
"CO<SUB>2</SUB>"	"CARBON-DIOXIDE"	"C1O2"	-92.26    
"CPPU"	"CPD-5481"	"C12H10N3O1Cl1"	117.52121    
"CTAB"	"CTAB"	""	
"CTP"	"CTP"	"C9H12N3O14P3"	-569.48956    
"Ca<SUP>2+</SUP>"	"CA+2"	"Ca1"	-1.2482376    
"Cd<SUP>2+</SUP>"	"CD+2"	"Cd1"	-1.2482376    
"Cleaved DNA"	"Cleaved-DNA"	""	
"Co<SUP>2+</SUP>"	"CO+2"	"Co1"	-1.2482376    
"Co<sup>1+</sup>"	"CO+1"	"Co1"	-0.3120594    
"Co<sup>3+</sup>"	"CO+3"	"Co1"	-2.8085344    
"CoA-disulfide"	"CPD-317"	"C42H62N14O32P6S2"	-1010.49036    
"CoA-glutathione"	"CPD-322"	"C31H46N10O22P3S2"	-566.3591    
"CoB-CoM heterodisulfide"	"CPD-1282"	"C13H22N1O10P1S3"	-221.56833    
"Cr<sup>+2</sup>"	"CR+2"	"Cr1"	-1.2482376    
"Cr<sup>3+</sup>"	"CR+3"	"Cr1"	-2.8085344    
"Cr<sup>6+</sup>"	"CR+6"	"Cr1"	-11.234138    
"Cs<sup>+</sup>"	"CPD-2"	"Cs1"	-0.3120594    
"Cu:pyrimidine-2,6-bis(thiocarboxylate)"	"CPD-8208"	"C7H4N1O2S2Cl1Cu1"	-20.815516    
"Cu:pyrimidine-2,6-bis(thiocarboxylate) radical"	"CPD-8209"	"C7H4N1O2S2Cl2Cu1"	-13.480018    
"Cu:pyrimidine-2-thiocarboxylate, 6-carboxylate"	"CPD-8212"	"C7H4N1O3S1Cl1Cu1"	-60.63002    
"Cu<SUP>+</SUP>"	"CU+"	"H1Cu1"	9.959062    
"Cu<SUP>2+</SUP>"	"CU+2"	"Cu1"	-1.2482376    
"D,D-diaminopimelate"	"C8"	"C7H14N2O4"	-19.884314    
"D,L- &gamma;-hydroxyphosphinothricin"	"CPD0-1245"	"C5H11N1O5P1"	-75.64975    
"D,L-&alpha;-methylphosphinothricin"	"CPD0-1248"	"C6H13N1O4P1"	-18.677496    
"D,L-5-fluorotryptophan"	"DL-5-FLUOROTRYPTOPHAN"	"C11H11N2O2F1"	25.133322    
"D,L-6-fluorotryptophan"	"DL-6-FLUOROTRYPTOPHAN"	"C11H11N2O2F1"	25.133322    
"D,L-6-methyltryptophan"	"DL-6-METHYLTRYPTOPHAN"	"C12H14N2O2"	107.41569    
"D,L-cyclohexanephosphinothricin"	"CPD0-1246"	"C8H15N1O4P1"	19.884745    
"D,L-lactamide"	"CPD-13407"	"C3H7N1O2"	-8.832160    
"D,L-malic semialdehyde"	"CPD-5682"	"C4H5O4"	-97.25647    
"D-(4-hydroxyphenyl)glycine"	"D-4-HYDROXYPHENYLGLYCINE"	"C8H9N1O3"	0.29009023    
"D-1-guanidino-1-deoxy-3-dehydro-<i>scyllo</i>-inositol"	"D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I"	"C7H14N3O5"	-22.876377    
"D-1-guanidino-3-amino-1,3-dideoxy-<i>scyllo</i>-inositol"	"D-1-GUANIDINO-3-AMINO-13-DIDEOXY-SCYLLO"	"C7H18N4O4"	45.961945    
"D-2-hydroxyvalerate"	"CPD-12252"	"C5H10O3"	-9.4187975    
"D-3,4-dihydroxybutanal"	"CPD0-2582"	""	
"D-5-(2'-methylthioethyl)-hydantoin"	"CPD-10023"	"C6H10N2O2S1"	39.471203    
"D-5-(3'-indolylmethylene)-hydantoin"	"D-5-3-indolylmethylene-hydantoin"	"C12H9N3O2"	69.911095    
"D-<i>erythro</i>-3-phenylserine"	"CPD-12741"	"C9H11N1O3"	23.892326    
"D-<i>erythro</i>-D-<i>gluco</i>-octose &alpha;-1,8-bisphosphate"	"CPD-17017"	"C8H14O14P2"	-577.3173    
"D-<i>erythro</i>-D-<i>gluco</i>-octose &alpha;-1-phosphate"	"CPD-17018"	"C8H15O11P1"	-350.80145    
